CODE_GAME;CODE_EVENT;CODE_PLAYER;VALUE
38;9;333;8;
38;10;333;9;
38;11;333;8;
38;1;335;1;
38;2;335;8;
38;3;335;8;
38;4;335;7;
38;5;335;9;
38;6;335;3;
38;7;335;6;
38;8;335;7;
38;9;335;2;
38;10;335;3;
38;11;335;9;
38;1;337;9;
38;2;337;9;
38;3;337;4;
38;4;337;2;
38;5;337;3;
38;6;337;9;
38;7;337;1;
38;8;337;3;
38;9;337;8;
38;10;337;9;
38;11;337;8;
38;1;339;8;
38;2;339;1;
38;3;339;5;
38;4;339;3;
38;5;339;5;
38;6;339;2;
38;7;339;3;
38;8;339;7;
38;9;339;6;
38;10;339;2;
38;11;339;7;
38;1;340;1;
38;2;340;1;
38;3;340;6;
38;4;340;2;
38;5;340;5;
38;6;340;7;
38;7;340;3;
38;8;340;4;
38;9;340;8;
38;10;340;7;
38;11;340;5;
39;1;334;3;
39;2;334;8;
39;3;334;8;
39;4;334;3;
39;5;334;5;
39;6;334;6;
39;7;334;5;
39;8;334;8;
39;9;334;2;
39;10;334;3;
39;11;334;6;
39;1;336;1;
39;2;336;6;
39;3;336;2;
39;4;336;9;
39;5;336;3;
39;6;336;1;
39;7;336;6;
39;8;336;6;
39;9;336;1;
39;10;336;6;
39;11;336;9;
39;1;338;3;
39;2;338;2;
39;3;338;3;
39;4;338;2;
39;5;338;4;
39;6;338;5;
39;7;338;9;
39;8;338;3;
39;9;338;5;
39;10;338;2;
39;11;338;1;
39;1;341;4;
39;2;341;3;
39;3;341;7;
39;4;341;8;
39;5;341;7;
39;6;341;5;
39;7;341;3;
39;8;341;9;
39;9;341;8;
39;10;341;3;
39;11;341;8;
39;1;342;1;
39;2;342;9;
39;3;342;5;
39;4;342;2;
39;5;342;8;
39;6;342;6;
39;7;342;8;
39;8;342;2;
39;9;342;2;
39;10;342;1;
39;11;342;9;
39;1;343;5;
39;2;343;6;
39;3;343;1;
39;4;343;2;
39;5;343;9;
39;6;343;7;
39;7;343;9;
39;8;343;7;
39;9;343;7;
39;10;343;6;
39;11;343;6;
39;1;344;7;
39;2;344;3;
39;3;344;4;
39;4;344;7;
39;5;344;7;
39;6;344;6;
39;7;344;3;
39;8;344;6;
39;9;344;2;
39;10;344;1;
39;11;344;9;
39;1;345;5;
39;2;345;6;
39;3;345;6;
39;4;345;9;
39;5;345;1;
39;6;345;4;
39;7;345;3;
39;8;345;9;
39;9;345;8;
39;10;345;9;
39;11;345;3;
39;1;346;9;
39;2;346;6;
39;3;346;9;
39;4;346;8;
39;5;346;7;
39;6;346;8;
39;7;346;1;
39;8;346;1;
39;9;346;5;
39;10;346;1;
39;11;346;3;
39;1;347;1;
39;2;347;4;
39;3;347;7;
39;4;347;6;
39;5;347;1;
39;6;347;2;
39;7;347;1;
39;8;347;1;
39;9;347;3;
39;10;347;5;
39;11;347;8;
39;1;348;3;
39;2;348;2;
39;3;348;4;
39;4;348;7;
39;5;348;8;
39;6;348;9;
39;7;348;3;
39;8;348;5;
39;9;348;1;
39;10;348;3;
39;11;348;6;
39;1;349;4;
39;2;349;4;
39;3;349;5;
39;4;349;9;
39;5;349;8;
39;6;349;3;
39;7;349;4;
39;8;349;7;
39;9;349;3;
39;10;349;8;
39;11;349;8;
39;1;350;2;
39;2;350;3;
39;3;350;4;
39;4;350;7;
39;5;350;7;
39;6;350;9;
39;7;350;9;
39;8;350;3;
39;9;350;3;
39;10;350;2;
39;11;350;6;
39;1;351;8;
39;2;351;5;
39;3;351;9;
39;4;351;4;
39;5;351;5;
39;6;351;8;
39;7;351;9;
39;8;351;9;
39;9;351;8;
39;10;351;4;
39;11;351;3;
39;1;352;9;
39;2;352;6;
39;3;352;1;
39;4;352;2;
39;5;352;5;
39;6;352;4;
39;7;352;2;
39;8;352;7;
39;9;352;8;
39;10;352;6;
39;11;352;7;
39;1;353;3;
39;2;353;9;
39;3;353;3;
39;4;353;8;
39;5;353;5;
39;6;353;8;
39;7;353;8;
39;8;353;3;
39;9;353;9;
39;10;353;6;
39;11;353;6;
39;1;355;8;
39;2;355;6;
39;3;355;2;
39;4;355;7;
39;5;355;3;
39;6;355;3;
39;7;355;4;
39;8;355;1;
39;9;355;7;
39;10;355;7;
39;11;355;5;
39;1;356;7;
39;2;356;3;
39;3;356;5;
39;4;356;5;
39;5;356;3;
39;6;356;6;
39;7;356;1;
39;8;356;9;
39;9;356;5;
39;10;356;7;
39;11;356;3;
39;1;358;6;
39;2;358;4;
39;3;358;2;
39;4;358;4;
39;5;358;6;
39;6;358;2;
39;7;358;1;
39;8;358;2;
39;9;358;2;
39;10;358;8;
39;11;358;4;
39;1;359;4;
39;2;359;5;
39;3;359;7;
39;4;359;7;
39;5;359;7;
39;6;359;4;
39;7;359;1;
39;8;359;4;
39;9;359;5;
39;10;359;4;
39;11;359;9;
40;1;354;3;
40;2;354;4;
40;3;354;1;
40;4;354;3;
40;5;354;4;
40;6;354;1;
40;7;354;4;
40;8;354;7;
40;9;354;5;
40;10;354;9;
40;11;354;3;
40;1;357;8;
40;2;357;3;
40;3;357;4;
40;4;357;6;
40;5;357;5;
40;6;357;7;
40;7;357;8;
40;8;357;8;
40;9;357;8;
40;10;357;5;
40;11;357;1;
40;1;360;9;
40;2;360;5;
40;3;360;7;
40;4;360;6;
40;5;360;4;
40;6;360;5;
40;7;360;9;
40;8;360;3;
40;9;360;5;
40;10;360;5;
40;11;360;4;
40;1;361;2;
40;2;361;3;
40;3;361;1;
40;4;361;6;
40;5;361;5;
40;6;361;8;
40;7;361;7;
40;8;361;9;
40;9;361;3;
40;10;361;1;
40;11;361;1;
40;1;362;4;
40;2;362;4;
40;3;362;3;
40;4;362;8;
40;5;362;5;
40;6;362;2;
40;7;362;9;
40;8;362;6;
40;9;362;5;
40;10;362;4;
40;11;362;9;
40;1;363;2;
40;2;363;2;
40;3;363;8;
40;4;363;4;
40;5;363;8;
40;6;363;9;
40;7;363;2;
40;8;363;2;
40;9;363;5;
40;10;363;6;
40;11;363;5;
40;1;364;1;
40;2;364;5;
40;3;364;8;
40;4;364;8;
40;5;364;3;
40;6;364;2;
40;7;364;7;
40;8;364;4;
40;9;364;8;
40;10;364;8;
40;11;364;4;
40;1;365;5;
40;2;365;3;
40;3;365;8;
40;4;365;9;
40;5;365;4;
40;6;365;3;
40;7;365;6;
40;8;365;2;
40;9;365;5;
40;10;365;8;
40;11;365;3;
40;1;366;4;
40;2;366;3;
40;3;366;4;
40;4;366;4;
40;5;366;8;
40;6;366;7;
40;7;366;9;
40;8;366;1;
40;9;366;6;
40;10;366;4;
40;11;366;7;
40;1;367;3;
40;2;367;1;
40;3;367;1;
40;4;367;2;
40;5;367;2;
40;6;367;1;
40;7;367;5;
40;8;367;6;
40;9;367;9;
40;10;367;5;
40;11;367;6;
40;1;368;8;
40;2;368;1;
40;3;368;2;
40;4;368;3;
40;5;368;3;
40;6;368;7;
40;7;368;3;
40;8;368;8;
40;9;368;2;
40;10;368;4;
40;11;368;6;
40;1;369;5;
40;2;369;1;
40;3;369;2;
40;4;369;9;
40;5;369;4;
40;6;369;5;
40;7;369;6;
40;8;369;5;
40;9;369;5;
40;10;369;7;
40;11;369;9;
40;1;370;7;
40;2;370;9;
40;3;370;4;
40;4;370;6;
40;5;370;6;
40;6;370;6;
40;7;370;6;
40;8;370;3;
40;9;370;8;
40;10;370;4;
40;11;370;7;
40;1;372;5;
40;2;372;5;
40;3;372;6;
40;4;372;1;
40;5;372;8;
40;6;372;5;
40;7;372;6;
40;8;372;4;
40;9;372;2;
40;10;372;1;
40;11;372;6;
40;1;374;6;
40;2;374;6;
40;3;374;9;
40;4;374;6;
40;5;374;2;
40;6;374;2;
40;7;374;6;
40;8;374;9;
40;9;374;6;
40;10;374;1;
40;11;374;8;
40;1;375;4;
40;2;375;1;
40;3;375;3;
40;4;375;3;
40;5;375;9;
40;6;375;3;
40;7;375;3;
40;8;375;2;
40;9;375;2;
40;10;375;4;
40;11;375;2;
40;1;376;4;
40;2;376;5;
40;3;376;2;
40;4;376;4;
40;5;376;9;
40;6;376;9;
40;7;376;9;
40;8;376;8;
40;9;376;1;
40;10;376;3;
40;11;376;9;
40;1;377;9;
40;2;377;8;
40;3;377;6;
40;4;377;4;
40;5;377;7;
40;6;377;8;
40;7;377;8;
40;8;377;7;
40;9;377;7;
40;10;377;2;
40;11;377;3;
40;1;379;1;
40;2;379;5;
40;3;379;2;
40;4;379;1;
40;5;379;6;
40;6;379;9;
40;7;379;6;
40;8;379;4;
40;9;379;1;
40;10;379;4;
40;11;379;8;
40;1;380;7;
40;2;380;8;
40;3;380;9;
40;4;380;5;
40;5;380;1;
40;6;380;8;
40;7;380;5;
40;8;380;2;
40;9;380;8;
40;10;380;6;
40;11;380;7;
41;1;101;5;
41;2;101;9;
41;3;101;5;
41;4;101;5;
41;5;101;2;
41;6;101;1;
41;7;101;3;
41;8;101;4;
41;9;101;9;
41;10;101;9;
41;11;101;8;
41;1;103;2;
41;2;103;1;
41;3;103;4;
41;4;103;5;
41;5;103;3;
41;6;103;8;
41;7;103;8;
41;8;103;3;
41;9;103;5;
41;10;103;5;
41;11;103;9;
41;1;104;7;
41;2;104;7;
41;3;104;1;
41;4;104;1;
41;5;104;7;
41;6;104;1;
41;7;104;5;
41;8;104;8;
41;9;104;9;
41;10;104;4;
41;11;104;4;
41;1;105;8;
41;2;105;2;
41;3;105;3;
41;4;105;8;
41;5;105;6;
41;6;105;1;
41;7;105;8;
41;8;105;1;
41;9;105;8;
41;10;105;5;
41;11;105;9;
41;1;106;7;
41;2;106;9;
41;3;106;2;
41;4;106;7;
41;5;106;4;
41;6;106;7;
41;7;106;8;
41;8;106;5;
41;9;106;3;
41;10;106;7;
41;11;106;4;
41;1;107;2;
41;2;107;6;
41;3;107;1;
41;4;107;1;
41;5;107;5;
41;6;107;5;
41;7;107;2;
41;8;107;2;
41;9;107;7;
41;10;107;2;
41;11;107;6;
41;1;108;9;
41;2;108;3;
41;3;108;8;
41;4;108;7;
41;5;108;4;
41;6;108;1;
41;7;108;2;
41;8;108;7;
41;9;108;6;
41;10;108;9;
41;11;108;5;
41;1;109;9;
41;2;109;8;
41;3;109;1;
41;4;109;3;
41;5;109;8;
41;6;109;5;
41;7;109;9;
41;8;109;8;
41;9;109;6;
41;10;109;5;
41;11;109;8;
41;1;110;3;
41;2;110;7;
41;3;110;2;
41;4;110;7;
41;5;110;3;
41;6;110;1;
41;7;110;8;
41;8;110;1;
41;9;110;1;
41;10;110;7;
41;11;110;3;
41;1;113;5;
41;2;113;9;
41;3;113;8;
41;4;113;7;
41;5;113;2;
41;6;113;4;
41;7;113;9;
41;8;113;8;
41;9;113;6;
41;10;113;5;
41;11;113;7;
41;1;115;3;
41;2;115;7;
41;3;115;8;
41;4;115;2;
41;5;115;1;
41;6;115;5;
41;7;115;5;
41;8;115;9;
41;9;115;2;
41;10;115;9;
41;11;115;6;
41;1;116;7;
41;2;116;7;
41;3;116;8;
41;4;116;9;
41;5;116;7;
41;6;116;2;
41;7;116;8;
41;8;116;4;
41;9;116;3;
41;10;116;4;
41;11;116;4;
41;1;118;9;
41;2;118;7;
41;3;118;3;
41;4;118;1;
41;5;118;2;
41;6;118;4;
41;7;118;8;
41;8;118;5;
41;9;118;9;
41;10;118;4;
41;11;118;4;
41;1;119;5;
41;2;119;1;
41;3;119;8;
41;4;119;9;
41;5;119;8;
41;6;119;1;
41;7;119;8;
41;8;119;2;
41;9;119;7;
41;10;119;3;
41;11;119;2;
41;1;191;9;
41;2;191;7;
41;3;191;5;
41;4;191;7;
41;5;191;7;
41;6;191;7;
41;7;191;8;
41;8;191;2;
41;9;191;9;
41;10;191;1;
41;11;191;3;
41;1;192;1;
41;2;192;6;
41;3;192;7;
41;4;192;1;
41;5;192;5;
41;6;192;9;
41;7;192;1;
41;8;192;9;
41;9;192;9;
41;10;192;4;
41;11;192;7;
41;1;194;4;
41;2;194;7;
41;3;194;3;
41;4;194;1;
41;5;194;7;
41;6;194;8;
41;7;194;9;
41;8;194;2;
41;9;194;6;
41;10;194;9;
41;11;194;7;
41;1;196;6;
41;2;196;3;
41;3;196;4;
41;4;196;9;
41;5;196;1;
41;6;196;7;
41;7;196;7;
41;8;196;2;
41;9;196;8;
41;10;196;1;
41;11;196;6;
41;1;197;7;
41;2;197;9;
41;3;197;7;
41;4;197;6;
41;5;197;8;
41;6;197;9;
41;7;197;4;
41;8;197;2;
41;9;197;2;
41;10;197;3;
41;11;197;8;
41;1;198;7;
41;2;198;3;
41;3;198;6;
41;4;198;5;
41;5;198;8;
41;6;198;5;
41;7;198;3;
41;8;198;2;
41;9;198;1;
41;10;198;1;
41;11;198;7;
42;1;102;8;
42;2;102;9;
42;3;102;4;
42;4;102;3;
42;5;102;9;
42;6;102;4;
42;7;102;7;
42;8;102;3;
42;9;102;9;
42;10;102;5;
42;11;102;9;
42;1;111;9;
42;2;111;9;
42;3;111;2;
42;4;111;8;
42;5;111;7;
42;6;111;8;
42;7;111;8;
42;8;111;6;
42;9;111;8;
42;10;111;3;
42;11;111;4;
42;1;112;6;
42;2;112;6;
42;3;112;7;
42;4;112;9;
42;5;112;6;
42;6;112;7;
42;7;112;3;
42;8;112;8;
42;9;112;3;
42;10;112;5;
42;11;112;6;
42;1;114;4;
42;2;114;1;
42;3;114;6;
42;4;114;9;
42;5;114;7;
42;6;114;7;
42;7;114;1;
42;8;114;1;
42;9;114;5;
42;10;114;3;
42;11;114;4;
42;1;117;6;
42;2;117;7;
42;3;117;3;
42;4;117;3;
42;5;117;9;
42;6;117;5;
42;7;117;3;
42;8;117;3;
42;9;117;3;
42;10;117;6;
42;11;117;3;
42;1;120;1;
42;2;120;1;
42;3;120;9;
42;4;120;2;
42;5;120;2;
42;6;120;7;
42;7;120;3;
42;8;120;3;
42;9;120;4;
42;10;120;5;
42;11;120;7;
42;1;121;9;
42;2;121;7;
42;3;121;7;
42;4;121;5;
42;5;121;7;
42;6;121;3;
42;7;121;7;
42;8;121;6;
42;9;121;6;
42;10;121;7;
42;11;121;5;
42;1;122;7;
42;2;122;6;
42;3;122;4;
42;4;122;6;
42;5;122;6;
42;6;122;6;
42;7;122;1;
42;8;122;4;
42;9;122;2;
42;10;122;9;
42;11;122;2;
42;1;123;1;
42;2;123;1;
42;3;123;3;
42;4;123;1;
42;5;123;3;
42;6;123;6;
42;7;123;3;
42;8;123;3;
42;9;123;7;
42;10;123;8;
42;11;123;2;
42;1;124;1;
42;2;124;1;
42;3;124;2;
42;4;124;7;
42;5;124;7;
42;6;124;6;
42;7;124;4;
42;8;124;7;
42;9;124;8;
42;10;124;4;
42;11;124;3;
42;1;125;1;
42;2;125;3;
42;3;125;9;
42;4;125;4;
42;5;125;1;
42;6;125;9;
42;7;125;4;
42;8;125;8;
42;9;125;6;
42;10;125;8;
42;11;125;5;
42;1;126;4;
42;2;126;5;
42;3;126;4;
42;4;126;2;
42;5;126;6;
42;6;126;9;
42;7;126;9;
42;8;126;2;
42;9;126;2;
42;10;126;1;
42;11;126;1;
42;1;127;6;
42;2;127;7;
42;3;127;7;
42;4;127;5;
42;5;127;3;
42;6;127;9;
42;7;127;9;
42;8;127;7;
42;9;127;9;
42;10;127;6;
42;11;127;3;
42;1;128;9;
42;2;128;7;
42;3;128;2;
42;4;128;5;
42;5;128;7;
42;6;128;1;
42;7;128;2;
42;8;128;3;
42;9;128;3;
42;10;128;6;
42;11;128;4;
42;1;130;9;
42;2;130;8;
42;3;130;7;
42;4;130;4;
42;5;130;3;
42;6;130;7;
42;7;130;7;
42;8;130;7;
42;9;130;3;
42;10;130;8;
42;11;130;3;
42;1;136;1;
42;2;136;8;
42;3;136;1;
42;4;136;8;
42;5;136;3;
42;6;136;4;
42;7;136;6;
42;8;136;6;
42;9;136;6;
42;10;136;9;
42;11;136;3;
42;1;137;8;
42;2;137;6;
42;3;137;1;
42;4;137;3;
42;5;137;9;
42;6;137;2;
42;7;137;9;
42;8;137;9;
42;9;137;3;
42;10;137;1;
42;11;137;2;
42;1;138;4;
42;2;138;2;
42;3;138;9;
42;4;138;9;
42;5;138;4;
42;6;138;4;
42;7;138;6;
42;8;138;1;
42;9;138;8;
42;10;138;8;
42;11;138;7;
42;1;139;4;
42;2;139;1;
42;3;139;1;
42;4;139;4;
42;5;139;8;
42;6;139;3;
42;7;139;9;
42;8;139;1;
42;9;139;2;
42;10;139;9;
42;11;139;6;
42;1;140;7;
42;2;140;3;
42;3;140;5;
42;4;140;2;
42;5;140;4;
42;6;140;9;
42;7;140;5;
42;8;140;5;
42;9;140;5;
42;10;140;3;
42;11;140;9;
43;1;129;1;
43;2;129;8;
43;3;129;4;
43;4;129;5;
43;5;129;2;
43;6;129;1;
43;7;129;9;
43;8;129;3;
43;9;129;1;
43;10;129;1;
43;11;129;1;
43;1;131;8;
43;2;131;3;
43;3;131;1;
43;4;131;6;
43;5;131;3;
43;6;131;5;
43;7;131;8;
43;8;131;4;
43;9;131;2;
43;10;131;8;
43;11;131;9;
43;1;132;9;
43;2;132;3;
43;3;132;3;
43;4;132;9;
43;5;132;8;
43;6;132;2;
43;7;132;2;
43;8;132;4;
43;9;132;6;
43;10;132;9;
43;11;132;3;
43;1;133;6;
43;2;133;2;
43;3;133;3;
43;4;133;3;
43;5;133;7;
43;6;133;6;
43;7;133;4;
43;8;133;9;
43;9;133;8;
43;10;133;4;
43;11;133;9;
43;1;134;1;
43;2;134;1;
43;3;134;6;
43;4;134;7;
43;5;134;5;
43;6;134;6;
43;7;134;1;
43;8;134;3;
43;9;134;2;
43;10;134;3;
43;11;134;5;
43;1;135;7;
43;2;135;4;
43;3;135;5;
43;4;135;8;
43;5;135;3;
43;6;135;6;
43;7;135;5;
43;8;135;8;
43;9;135;2;
43;10;135;8;
43;11;135;5;
43;1;141;7;
43;2;141;8;
43;3;141;6;
43;4;141;3;
43;5;141;3;
43;6;141;9;
43;7;141;1;
43;8;141;3;
43;9;141;4;
43;10;141;3;
43;11;141;2;
43;1;142;9;
43;2;142;9;
43;3;142;3;
43;4;142;5;
43;5;142;6;
43;6;142;4;
43;7;142;9;
43;8;142;3;
43;9;142;5;
43;10;142;1;
43;11;142;5;
43;1;143;3;
43;2;143;9;
43;3;143;8;
43;4;143;9;
43;5;143;7;
43;6;143;6;
43;7;143;5;
43;8;143;4;
43;9;143;4;
43;10;143;7;
43;11;143;5;
43;1;145;1;
43;2;145;3;
43;3;145;2;
43;4;145;6;
43;5;145;7;
43;6;145;9;
43;7;145;6;
43;8;145;9;
43;9;145;1;
43;10;145;5;
43;11;145;3;
43;1;146;8;
43;2;146;8;
43;3;146;2;
43;4;146;6;
43;5;146;3;
43;6;146;8;
43;7;146;3;
43;8;146;7;
43;9;146;8;
43;10;146;1;
43;11;146;4;
43;1;147;2;
43;2;147;7;
43;3;147;1;
43;4;147;2;
43;5;147;8;
43;6;147;5;
43;7;147;9;
43;8;147;1;
43;9;147;2;
43;10;147;3;
43;11;147;1;
43;1;148;4;
43;2;148;2;
43;3;148;5;
43;4;148;2;
43;5;148;6;
43;6;148;1;
43;7;148;5;
43;8;148;6;
43;9;148;5;
43;10;148;1;
43;11;148;2;
43;1;149;1;
43;2;149;1;
43;3;149;2;
43;4;149;9;
43;5;149;2;
43;6;149;3;
43;7;149;2;
43;8;149;9;
43;9;149;1;
43;10;149;4;
43;11;149;2;
43;1;150;9;
43;2;150;5;
43;3;150;8;
43;4;150;6;
43;5;150;8;
43;6;150;9;
43;7;150;8;
43;8;150;1;
43;9;150;1;
43;10;150;3;
43;11;150;4;
43;1;151;6;
43;2;151;8;
43;3;151;8;
43;4;151;2;
43;5;151;7;
43;6;151;1;
43;7;151;2;
43;8;151;1;
43;9;151;5;
43;10;151;1;
43;11;151;1;
43;1;154;6;
43;2;154;8;
43;3;154;6;
43;4;154;8;
43;5;154;6;
43;6;154;8;
43;7;154;2;
43;8;154;3;
43;9;154;7;
43;10;154;7;
43;11;154;9;
43;1;155;4;
43;2;155;6;
43;3;155;7;
43;4;155;4;
43;5;155;7;
43;6;155;9;
43;7;155;8;
43;8;155;3;
43;9;155;1;
43;10;155;3;
43;11;155;9;
43;1;156;7;
43;2;156;9;
43;3;156;9;
43;4;156;7;
43;5;156;8;
43;6;156;4;
43;7;156;2;
43;8;156;3;
43;9;156;3;
43;10;156;1;
43;11;156;9;
43;1;158;1;
43;2;158;2;
43;3;158;4;
43;4;158;9;
43;5;158;7;
43;6;158;7;
43;7;158;4;
43;8;158;4;
43;9;158;3;
43;10;158;1;
43;11;158;8;
44;1;144;9;
44;2;144;7;
44;3;144;8;
44;4;144;5;
44;5;144;6;
44;6;144;2;
44;7;144;4;
44;8;144;6;
44;9;144;5;
44;10;144;5;
44;11;144;7;
44;1;152;1;
44;2;152;5;
44;3;152;7;
44;4;152;8;
44;5;152;5;
44;6;152;9;
44;7;152;4;
44;8;152;9;
44;9;152;3;
44;10;152;9;
44;11;152;3;
44;1;153;9;
44;2;153;9;
44;3;153;1;
44;4;153;1;
44;5;153;9;
44;6;153;3;
44;7;153;7;
44;8;153;9;
44;9;153;1;
44;10;153;6;
44;11;153;2;
44;1;157;3;
44;2;157;9;
44;3;157;2;
44;4;157;6;
44;5;157;1;
44;6;157;2;
44;7;157;6;
44;8;157;9;
44;9;157;9;
44;10;157;5;
44;11;157;3;
44;1;159;5;
44;2;159;4;
44;3;159;9;
44;4;159;9;
44;5;159;8;
44;6;159;5;
44;7;159;6;
44;8;159;8;
44;9;159;5;
44;10;159;9;
44;11;159;5;
44;1;160;7;
44;2;160;5;
44;3;160;7;
44;4;160;8;
44;5;160;8;
44;6;160;6;
44;7;160;1;
44;8;160;9;
44;9;160;5;
44;10;160;7;
44;11;160;3;
44;1;161;5;
44;2;161;2;
44;3;161;8;
44;4;161;3;
44;5;161;8;
44;6;161;4;
44;7;161;3;
44;8;161;9;
44;9;161;8;
44;10;161;7;
44;11;161;6;
44;1;162;8;
44;2;162;6;
44;3;162;9;
44;4;162;3;
44;5;162;6;
44;6;162;2;
44;7;162;7;
44;8;162;3;
44;9;162;6;
44;10;162;9;
44;11;162;2;
44;1;163;3;
44;2;163;2;
44;3;163;8;
44;4;163;1;
44;5;163;2;
44;6;163;8;
44;7;163;9;
44;8;163;9;
44;9;163;5;
44;10;163;2;
44;11;163;8;
44;1;164;3;
44;2;164;2;
44;3;164;8;
44;4;164;7;
44;5;164;7;
44;6;164;8;
44;7;164;6;
44;8;164;6;
44;9;164;2;
44;10;164;5;
44;11;164;5;
44;1;165;4;
44;2;165;4;
44;3;165;7;
44;4;165;3;
44;5;165;9;
44;6;165;2;
44;7;165;4;
44;8;165;3;
44;9;165;1;
44;10;165;8;
44;11;165;8;
44;1;166;1;
44;2;166;8;
44;3;166;6;
44;4;166;7;
44;5;166;2;
44;6;166;9;
44;7;166;1;
44;8;166;4;
44;9;166;6;
44;10;166;6;
44;11;166;5;
44;1;167;8;
44;2;167;5;
44;3;167;1;
44;4;167;5;
44;5;167;5;
44;6;167;4;
44;7;167;2;
44;8;167;7;
44;9;167;9;
44;10;167;2;
44;11;167;4;
44;1;168;1;
44;2;168;1;
44;3;168;4;
44;4;168;1;
44;5;168;2;
44;6;168;6;
44;7;168;2;
44;8;168;5;
44;9;168;9;
44;10;168;9;
44;11;168;9;
44;1;169;3;
44;2;169;5;
44;3;169;8;
44;4;169;5;
44;5;169;2;
44;6;169;4;
44;7;169;1;
44;8;169;4;
44;9;169;6;
44;10;169;2;
44;11;169;3;
44;1;170;9;
44;2;170;3;
44;3;170;5;
44;4;170;3;
44;5;170;4;
44;6;170;3;
44;7;170;9;
44;8;170;2;
44;9;170;3;
44;10;170;2;
44;11;170;1;
44;1;172;7;
44;2;172;8;
44;3;172;7;
44;4;172;6;
44;5;172;8;
44;6;172;9;
44;7;172;4;
44;8;172;4;
44;9;172;2;
44;10;172;5;
44;11;172;5;
44;1;173;8;
44;2;173;3;
44;3;173;3;
44;4;173;2;
44;5;173;5;
44;6;173;3;
44;7;173;3;
44;8;173;2;
44;9;173;2;
44;10;173;9;
44;11;173;6;
44;1;176;1;
44;2;176;8;
44;3;176;5;
44;4;176;8;
44;5;176;7;
44;6;176;9;
44;7;176;4;
44;8;176;2;
44;9;176;1;
44;10;176;5;
44;11;176;3;
44;1;177;6;
44;2;177;4;
44;3;177;6;
44;4;177;4;
44;5;177;9;
44;6;177;7;
44;7;177;2;
44;8;177;2;
44;9;177;2;
44;10;177;8;
44;11;177;3;
45;1;201;7;
45;2;201;2;
45;3;201;1;
45;4;201;8;
45;5;201;6;
45;6;201;5;
45;7;201;8;
45;8;201;1;
45;9;201;2;
45;10;201;9;
45;11;201;2;
45;1;202;5;
45;2;202;4;
45;3;202;5;
45;4;202;7;
45;5;202;2;
45;6;202;9;
45;7;202;1;
45;8;202;9;
45;9;202;8;
45;10;202;4;
45;11;202;5;
45;1;203;3;
45;2;203;3;
45;3;203;3;
45;4;203;7;
45;5;203;9;
45;6;203;1;
45;7;203;3;
45;8;203;2;
45;9;203;3;
45;10;203;3;
45;11;203;5;
45;1;204;2;
45;2;204;3;
45;3;204;6;
45;4;204;4;
45;5;204;1;
45;6;204;8;
45;7;204;5;
45;8;204;7;
45;9;204;1;
45;10;204;7;
45;11;204;1;
45;1;205;3;
45;2;205;3;
45;3;205;3;
45;4;205;6;
45;5;205;9;
45;6;205;5;
45;7;205;1;
45;8;205;5;
45;9;205;4;
45;10;205;6;
45;11;205;2;
45;1;206;8;
45;2;206;1;
45;3;206;7;
45;4;206;3;
45;5;206;9;
45;6;206;4;
45;7;206;3;
45;8;206;4;
45;9;206;4;
45;10;206;3;
45;11;206;1;
45;1;207;7;
45;2;207;1;
45;3;207;4;
45;4;207;8;
45;5;207;4;
45;6;207;7;
45;7;207;6;
45;8;207;7;
45;9;207;5;
45;10;207;8;
45;11;207;9;
45;1;208;8;
45;2;208;2;
45;3;208;2;
45;4;208;3;
45;5;208;9;
45;6;208;7;
45;7;208;5;
45;8;208;5;
45;9;208;7;
45;10;208;6;
45;11;208;7;
45;1;209;8;
45;2;209;7;
45;3;209;2;
45;4;209;7;
45;5;209;1;
45;6;209;6;
45;7;209;2;
45;8;209;7;
45;9;209;7;
45;10;209;1;
45;11;209;8;
45;1;210;1;
45;2;210;4;
45;3;210;5;
45;4;210;4;
45;5;210;5;
45;6;210;7;
45;7;210;7;
45;8;210;8;
45;9;210;7;
45;10;210;3;
45;11;210;4;
45;1;211;2;
45;2;211;6;
45;3;211;6;
45;4;211;5;
45;5;211;7;
45;6;211;2;
45;7;211;1;
45;8;211;7;
45;9;211;6;
45;10;211;7;
45;11;211;5;
45;1;214;8;
45;2;214;5;
45;3;214;6;
45;4;214;3;
45;5;214;8;
45;6;214;5;
45;7;214;3;
45;8;214;4;
45;9;214;5;
45;10;214;8;
45;11;214;5;
45;1;218;1;
45;2;218;7;
45;3;218;5;
45;4;218;2;
45;5;218;8;
45;6;218;4;
45;7;218;1;
45;8;218;7;
45;9;218;2;
45;10;218;5;
45;11;218;2;
45;1;219;3;
45;2;219;5;
45;3;219;6;
45;4;219;9;
45;5;219;8;
45;6;219;9;
45;7;219;6;
45;8;219;1;
45;9;219;9;
45;10;219;7;
45;11;219;8;
45;1;292;4;
45;2;292;4;
45;3;292;1;
45;4;292;3;
45;5;292;8;
45;6;292;8;
45;7;292;1;
45;8;292;2;
45;9;292;3;
45;10;292;6;
45;11;292;4;
45;1;293;3;
45;2;293;2;
45;3;293;8;
45;4;293;2;
45;5;293;7;
45;6;293;7;
45;7;293;1;
45;8;293;6;
45;9;293;5;
45;10;293;6;
45;11;293;6;
45;1;296;5;
45;2;296;2;
45;3;296;5;
45;4;296;1;
45;5;296;8;
45;6;296;5;
45;7;296;6;
45;8;296;1;
45;9;296;7;
